	#ALIMENTADOR	ALIM_NRO	ME_PSEUDO	ME_TIPO	ME_NOMBRE	ME_ORDEN	UT_TPLNR	UT_TXT	UT_OBJECTNAMEID	UT_TIPO	SPRID	CAPTION	SECUENCIA
25122	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	76714185	TRAMO 3x1x300/50 Al. XLPE	76714185	CSMT	1091	CAS 13,2 kV	1
25123	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	76714183	EMPALME MT	76714183	EMPALME MT	418	Empalme	2
25124	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	76714184	TRAMO 3x1x300/50 Al. XLPE	76714184	CSMT	1091	CAS 13,2 kV	3
25125	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	76714181	EMPALME MT	76714181	EMPALME MT	418	Empalme	4
25126	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	76714182	TRAMO 3x1x300/50 Al. XLPE	76714182	CSMT	1091	CAS 13,2 kV	5
25127	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	92287309	EMPALME MT	92287309	EMPALME MT	418	Empalme	6
25128	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	58403520	TRAMO 3x1x300/50 Al. XLPE	58403520	CSMT	1091	CAS 13,2 kV	7
25129	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	58403518	EMPALME MT	58403518	EMPALME MT	418	Empalme	8
25130	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	59842597	TRAMO 3x1x300/50 Al. XLPE	59842597	CSMT	1091	CAS 13,2 kV	9
25131	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	87739994	EMPALME MT	87739994	EMPALME MT	418	Empalme	10
25132	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	59842596	TRAMO 3x1x300/50 Al. XLPE	59842596	CSMT	1091	CAS 13,2 kV	11
25133	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	6325809	EMPALME MT	6325809	EMPALME MT	418	Empalme	12
25134	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	74720965	TRAMO 3x1x300/50 Al. XLPE	74720965	CSMT	1091	CAS 13,2 kV	13
25135	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	74720963	EMPALME MT	74720963	EMPALME MT	418	Empalme	14
25136	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	74720964	TRAMO 3x1x300/50 Al. XLPE	74720964	CSMT	1091	CAS 13,2 kV	15
25137	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	74720961	EMPALME MT	74720961	EMPALME MT	418	Empalme	16
25138	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	74720962	TRAMO 3x1x300/50 Al. XLPE	74720962	CSMT	1091	CAS 13,2 kV	17
25139	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	73372184	EMPALME MT	73372184	EMPALME MT	418	Empalme	18
25140	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	73372185	TRAMO 3x1x300/50 Al. XLPE	73372185	CSMT	1091	CAS 13,2 kV	19
25141	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	59842601	EMPALME MT	59842601	EMPALME MT	418	Empalme	20
25142	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	79771034	TRAMO 3x1x300/50 Al. XLPE	79771034	CSMT	1091	CAS 13,2 kV	21
25143	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	79771032	EMPALME MT	79771032	EMPALME MT	418	Empalme	22
25144	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	79771033	TRAMO 3x1x300/50 Al. XLPE	79771033	CSMT	1091	CAS 13,2 kV	23
25145	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	59842598	EMPALME MT	59842598	EMPALME MT	418	Empalme	24
25146	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	59842599	TRAMO 3x1x300/50 Al. XLPE	59842599	CSMT	1091	CAS 13,2 kV	25
25147	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	58399987	EMPALME MT	58399987	EMPALME MT	418	Empalme	26
25148	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	96258958	TRAMO 3x1x300/50 Al. XLPE	96258958	CSMT	1091	CAS 13,2 kV	27
25149	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	96258957	EMPALME MT	96258957	EMPALME MT	418	Empalme	28
25150	18552866	15326A	MM18552866	TRONCAL	MEC-15326|4002-7|	1	96258959	TRAMO 3x1x185/50 Al. XLPE	96258959	CSMT	1091	CAS 13,2 kV	29
25151	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	6328784	TRAMO 3x240 Al. XLPE	6328784	CSMT	1091	CAS 13,2 kV	2
25152	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	89607333	EMPALME MT	89607333	EMPALME MT	418	Empalme	3
25153	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	89607331	TRAMO 3x1x185/50 Al. XLPE	89607331	CSMT	1091	CAS 13,2 kV	4
25154	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	89607330	EMPALME MT	89607330	EMPALME MT	418	Empalme	5
25155	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	89607332	TRAMO 3x70 Cu. API	89607332	CSMT	1091	CAS 13,2 kV	6
25156	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	101133740	EMPALME MT	101133740	EMPALME MT	418	Empalme	7
25157	18552866	15326A	MM68587474	TRONCAL	MEC-4002-5|S122OL|	2	6328794	TRAMO 3x1x300/50 Al. XLPE	6328794	CSMT	1091	CAS 13,2 kV	8
25158	18552866	15326A	MM6328798	TRONCAL	MEL-R04-900|S110OL|S122OL|	3	101133499	VANO 3x95/15 Al/Ac. H	101133499	LAMT	1089	LAMT 13,2 kV	1
25159	18552866	15326A	MM6328798	TRONCAL	MEL-R04-900|S110OL|S122OL|	3	101133387	VANO 3x95/15 Al/Ac. H	101133387	LAMT	1089	LAMT 13,2 kV	2
25160	18552866	15326A	MM6328798	TRONCAL	MEL-R04-900|S110OL|S122OL|	3	101133382	VANO 3x95/15 Al/Ac. H	101133382	LAMT	1089	LAMT 13,2 kV	4
25161	18552866	15326A	MM63358884	TRONCAL	MEL-R04-900|S04-901|	4	63358887	VANO 3x50 Al. V	63358887	LAMT	1089	LAMT 13,2 kV	1
25162	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	63358888	VANO 3x50/8 Al/Ac. P. LP	63358888	LAMT	1089	LAMT 13,2 kV	1
25163	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	OC045	PIQUETE OC045	6328810	PIQUETE_MT	408	Poste de Madera de M.T.	2
25164	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	6328818	VANO 3x50/8 Al/Ac. P. LP	6328818	LAMT	1089	LAMT 13,2 kV	3
25165	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	OR403	PIQUETE OR403	6328822	PIQUETE_MT	441	Pos. con Rndas para cruce Inv.	4
25166	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	6328825	VANO 3x50/8 Al/Ac. P. LP	6328825	LAMT	1089	LAMT 13,2 kV	5
25167	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	OR404	PIQUETE OR404	6328829	PIQUETE_MT	440	Pos. con Rndas para Cruce Rio 	6
25168	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	6328831	VANO 3x50/8 Al/Ac. P. LP	6328831	LAMT	1089	LAMT 13,2 kV	7
25169	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	OR405	PIQUETE OR405	6328835	PIQUETE_MT	408	Poste de Madera de M.T.	8
25170	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	6328837	VANO 3x50/8 Al/Ac. LP	6328837	LAMT	1089	LAMT 13,2 kV	9
25171	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	OC046	PIQUETE OC046	6328841	PIQUETE_MT	408	Poste de Madera de M.T.	10
25172	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	91562990	VANO 3x50 Al. V	91562990	LAMT	1089	LAMT 13,2 kV	11
25173	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	AE844-003	PIQUETE AE844	91562989	PIQUETE_MT	408	Poste de Madera de M.T.	12
25174	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	6328849	VANO 3x50 Al. V	6328849	LAMT	1089	LAMT 13,2 kV	13
25175	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	91562992	VANO 3x50 Al. V	91562992	LAMT	1089	LAMT 13,2 kV	14
25176	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	AE845-003	PIQUETE AE845	91562991	PIQUETE_MT	408	Poste de Madera de M.T.	15
25177	18552866	15326A	MM63358886	TRONCAL	MEL-40029-9|S04-901|S279OL|	5	6328855	VANO 3x50 Al. V	6328855	LAMT	1089	LAMT 13,2 kV	17
25178	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	94084113	VANO 3x50 Al. V	94084113	LAMT	1089	LAMT 13,2 kV	1
25179	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	AF217-003	PIQUETE AF217	94084112	PIQUETE_MT	408	Poste de Madera de M.T.	2
25180	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	94084114	VANO 3x50 Al. V	94084114	LAMT	1089	LAMT 13,2 kV	3
25181	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	AF216-003	PIQUETE AF216	94084110	PIQUETE_MT	408	Poste de Madera de M.T.	4
25182	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	94084111	VANO 3x50 Al. V	94084111	LAMT	1089	LAMT 13,2 kV	5
25183	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	AF215-003	PIQUETE AF215	94084108	PIQUETE_MT	408	Poste de Madera de M.T.	6
25184	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	94084109	VANO 3x50 Al. V	94084109	LAMT	1089	LAMT 13,2 kV	7
25185	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	OQ441	PIQUETE OQ441	6328847	PIQUETE_MT	408	Poste de Madera de M.T.	8
25186	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	58077620	VANO 3x50 Al. V	58077620	LAMT	1089	LAMT 13,2 kV	9
25187	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	AB973-003	PIQUETE AB973	58077619	PIQUETE_MT	408	Poste de Madera de M.T.	10
25188	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	58077631	TRAMO 3x1x185/50 Al. XLPE	58077631	CSMT	1091	CAS 13,2 kV	11
25189	18552866	15326A	MM6328859	TRONCAL	MEL-S04-835|S04-836|S279OL|	6	63736658	TRAMO 3x1x185/50 Al. XLPE	63736658	CSMT	1091	CAS 13,2 kV	12
25190	18552866	15326A	MM59479973	TRONCAL	MEC-S04-836|S04-838|	7	58077632	TRAMO 3x1x185/50 Al. XLPE	58077632	CSMT	1091	CAS 13,2 kV	1
25191	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	58077626	TRAMO 3x1x185/50 Al. XLPE	58077626	CSMT	1091	CAS 13,2 kV	1
25192	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AB974-003	PIQUETE AB974	58077621	PIQUETE_MT	408	Poste de Madera de M.T.	2
25193	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	58077624	TRAMO 3x1x185/50 Al. XLPE	58077624	CSMT	1091	CAS 13,2 kV	3
25194	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	69181219	VANO 3x50 Al. V	69181219	LAMT	1089	LAMT 13,2 kV	4
25195	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AC777-003	PIQUETE AC777	69181218	PIQUETE_MT	408	Poste de Madera de M.T.	5
25196	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	69181224	VANO 3x50 Al. V	69181224	LAMT	1089	LAMT 13,2 kV	6
25197	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	94214177	VANO 3x50 Al. V	94214177	LAMT	1089	LAMT 13,2 kV	7
25198	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AG821-004	PIQUETE AG821	94214176	PIQUETE_MT	408	Poste de Madera de M.T.	8
25199	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	94214178	VANO 3x50 Al. V	94214178	LAMT	1089	LAMT 13,2 kV	10
25200	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	OT038	PIQUETE OT038	6328867	PIQUETE_MT	408	Poste de Madera de M.T.	11
25201	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	6328873	VANO 3x50/8 Al/Ac. P. LP	6328873	LAMT	1089	LAMT 13,2 kV	12
25202	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	6332929	VANO 3x25 Al. H	6332929	LAMT	1089	LAMT 13,2 kV	13
25203	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	OT039	PIQUETE OT039	6328877	PIQUETE_MT	408	Poste de Madera de M.T.	15
25204	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	6328879	VANO 3x50/8 Al/Ac. P. LP	6328879	LAMT	1089	LAMT 13,2 kV	16
25205	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	OT040	PIQUETE OT040	6328883	PIQUETE_MT	408	Poste de Madera de M.T.	17
25206	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	6328887	VANO 3x50/8 Al/Ac. P. LP	6328887	LAMT	1089	LAMT 13,2 kV	18
25207	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	OT041	PIQUETE OT041	6328891	PIQUETE_MT	408	Poste de Madera de M.T.	19
25208	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	6328893	VANO 3x50/8 Al/Ac. P. LP	6328893	LAMT	1089	LAMT 13,2 kV	20
25209	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	OT042	PIQUETE OT042	6328897	PIQUETE_MT	408	Poste de Madera de M.T.	21
25210	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	23638453	VANO 3x50/8 Al/Ac. P. LP	23638453	LAMT	1089	LAMT 13,2 kV	22
25211	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	67908646	VANO 3x50 Al. V	67908646	LAMT	1089	LAMT 13,2 kV	23
25212	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AA367-002	PIQUETE AA367	23638454	PIQUETE_MT	408	Poste de Madera de M.T.	25
25213	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	84611106	VANO 3x50/8 Al/Ac. P. LP	84611106	LAMT	1089	LAMT 13,2 kV	26
25214	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AE195-002	PIQUETE AE195	84611102	PIQUETE_MT	408	Poste de Madera de M.T.	27
25215	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	84611105	VANO 3x50/8 Al/Ac. P. LP	84611105	LAMT	1089	LAMT 13,2 kV	28
25216	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AE194-002	PIQUETE AE194	84611101	PIQUETE_MT	408	Poste de Madera de M.T.	29
25217	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	84611104	VANO 3x50/8 Al/Ac. P. LP	84611104	LAMT	1089	LAMT 13,2 kV	30
25218	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	AE193-002	PIQUETE AE193	84611099	PIQUETE_MT	408	Poste de Madera de M.T.	31
25219	18552866	15326A	MM58077625	TRONCAL	MEC-40117-9|40555-9|4277-9|S04-837|S04-838|S278OL|	8	84611103	VANO 3x50/8 Al/Ac. P. LP	84611103	LAMT	1089	LAMT 13,2 kV	32
25220	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	84611100	VANO 3x50/8 Al/Ac. P. LP	84611100	LAMT	1089	LAMT 13,2 kV	1
25221	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AE192-002	PIQUETE AE192	84611098	PIQUETE_MT	408	Poste de Madera de M.T.	2
25222	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	6328911	VANO 3x50 Al. V	6328911	LAMT	1089	LAMT 13,2 kV	3
25223	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG822-004	PIQUETE AG822	94214179	PIQUETE_MT	408	Poste de Madera de M.T.	4
25224	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	6328915	VANO 3x25 Al. H	6328915	LAMT	1089	LAMT 13,2 kV	5
25225	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	6331887	VANO 3x50 Al. V	6331887	LAMT	1089	LAMT 13,2 kV	6
25226	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG823-004	PIQUETE AG823	94214180	PIQUETE_MT	408	Poste de Madera de M.T.	7
25227	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	6332912	VANO 3x25 Al. H	6332912	LAMT	1089	LAMT 13,2 kV	8
25228	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	94214230	VANO 3x50/8 Al/Ac. P. LP	94214230	LAMT	1089	LAMT 13,2 kV	9
25229	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG758-004	PIQUETE AG758	94214229	PIQUETE_MT	408	Poste de Madera de M.T.	10
25230	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	94214232	VANO 3x50/8 Al/Ac. P. LP	94214232	LAMT	1089	LAMT 13,2 kV	11
25231	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG759-004	PIQUETE AG759	94214231	PIQUETE_MT	408	Poste de Madera de M.T.	12
25232	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	94214234	VANO 3x50/8 Al/Ac. P. LP	94214234	LAMT	1089	LAMT 13,2 kV	13
25233	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG760-004	PIQUETE AG760	94214233	PIQUETE_MT	408	Poste de Madera de M.T.	14
25234	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	94214236	VANO 3x50/8 Al/Ac. P. LP	94214236	LAMT	1089	LAMT 13,2 kV	15
25235	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG761-004	PIQUETE AG761	94214235	PIQUETE_MT	408	Poste de Madera de M.T.	16
25236	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	94214239	VANO 3x50/8 Al/Ac. P. LP	94214239	LAMT	1089	LAMT 13,2 kV	17
25237	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	AG762-003	PIQUETE AG762	94214237	PIQUETE_MT	408	Poste de Madera de M.T.	18
25238	18552866	15326A	MM6328907	TRONCAL	MEL-S277OL|S278OL|S360OL|S361OL|	9	94214238	VANO 3x50/8 Al/Ac. P. LP	94214238	LAMT	1089	LAMT 13,2 kV	19
25239	18552866	15326A	MM6328919	TRONCAL	MEL-S361OL|Z361OL|	10	6328923	VANO 3x25 Al. H	6328923	LAMT	1089	LAMT 13,2 kV	1
25240	18552866	15326A	MM6328927	TRONCAL	MEC-S296OL|Z361OL|	11	6328931	TRAMO 3x1x185/50 Al. XLPE	6328931	CSMT	1091	CAS 13,2 kV	1
25241	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328940	VANO 3x50 Al. V	6328940	LAMT	1089	LAMT 13,2 kV	1
25242	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS171	PIQUETE OS171	6328944	PIQUETE_MT	408	Poste de Madera de M.T.	2
25243	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328948	VANO 3x50 Al. V	6328948	LAMT	1089	LAMT 13,2 kV	3
25244	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328961	VANO 3x50/8 Al/Ac. P. LP	6328961	LAMT	1089	LAMT 13,2 kV	4
25245	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS172	PIQUETE OS172	6328965	PIQUETE_MT	408	Poste de Madera de M.T.	5
25246	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328971	VANO 3x50/8 Al/Ac. P. LP	6328971	LAMT	1089	LAMT 13,2 kV	6
25247	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS173	PIQUETE OS173	6328975	PIQUETE_MT	408	Poste de Madera de M.T.	7
25248	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328979	VANO 3x50 Al. V	6328979	LAMT	1089	LAMT 13,2 kV	8
25249	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS174	PIQUETE OS174	6328983	PIQUETE_MT	408	Poste de Madera de M.T.	9
25250	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328985	VANO 3x50 Al. V	6328985	LAMT	1089	LAMT 13,2 kV	10
25251	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS175	PIQUETE OS175	6328989	PIQUETE_MT	408	Poste de Madera de M.T.	11
25252	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328993	VANO 3x50 Al. V	6328993	LAMT	1089	LAMT 13,2 kV	12
25253	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS176	PIQUETE OS176	6328997	PIQUETE_MT	408	Poste de Madera de M.T.	13
25254	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6328999	VANO 3x50 Al. V	6328999	LAMT	1089	LAMT 13,2 kV	14
25255	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS177	PIQUETE OS177	6329003	PIQUETE_MT	408	Poste de Madera de M.T.	15
25256	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329005	VANO 3x50 Al. V	6329005	LAMT	1089	LAMT 13,2 kV	16
25257	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS178	PIQUETE OS178	6329009	PIQUETE_MT	408	Poste de Madera de M.T.	17
25258	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329011	VANO 3x50 Al. V	6329011	LAMT	1089	LAMT 13,2 kV	18
25259	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS179	PIQUETE OS179	6329015	PIQUETE_MT	408	Poste de Madera de M.T.	19
25260	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329018	VANO 3x50 Al. V	6329018	LAMT	1089	LAMT 13,2 kV	20
25261	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS180	PIQUETE OS180	6329022	PIQUETE_MT	408	Poste de Madera de M.T.	21
25262	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329024	VANO 3x50 Al. V	6329024	LAMT	1089	LAMT 13,2 kV	22
25263	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS181	PIQUETE OS181	6329028	PIQUETE_MT	408	Poste de Madera de M.T.	23
25264	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329030	VANO 3x50 Al. V	6329030	LAMT	1089	LAMT 13,2 kV	24
25265	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OC258	PIQUETE OC258	6329034	PIQUETE_MT	408	Poste de Madera de M.T.	25
25266	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329036	VANO 3x50 Al. V	6329036	LAMT	1089	LAMT 13,2 kV	26
25267	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS182	PIQUETE OS182	6329040	PIQUETE_MT	408	Poste de Madera de M.T.	27
25268	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	6329044	VANO 3x50 Al. V	6329044	LAMT	1089	LAMT 13,2 kV	28
25269	18552866	15326A	MM6328935	TRONCAL	MEL-S296OL|S297OL|S298OL|	12	OS183	PIQUETE OS183	6329048	PIQUETE_MT	408	Poste de Madera de M.T.	29
