	#ALIMENTADOR	ALIM_NRO	ME_PSEUDO	ME_TIPO	ME_NOMBRE	ME_ORDEN	UT_TPLNR	UT_TXT	UT_OBJECTNAMEID	UT_TIPO	SPRID	CAPTION	SECUENCIA
26655	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	AB882-003	PIQUETE AB882	56303523	PIQUETE_MT	441	Pos. con Rndas para cruce Inv.	4
26656	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	56303528	VANO 3x50/8 Al/Ac. P. LP	56303528	LAMT	1089	LAMT 13,2 kV	5
26657	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	AB877-003	PIQUETE AB877	56303527	PIQUETE_MT	408	Poste de Madera de M.T.	6
26658	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	61260441	VANO 3x50/8 Al/Ac. P. LP	61260441	LAMT	1089	LAMT 13,2 kV	7
26659	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	AB878-003	PIQUETE AB878	56303529	PIQUETE_MT	408	Poste de Madera de M.T.	8
26660	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	56303532	VANO 3x50/8 Al/Ac. P. LP	56303532	LAMT	1089	LAMT 13,2 kV	9
26661	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	AB879-003	PIQUETE AB879	56303531	PIQUETE_MT	408	Poste de Madera de M.T.	10
26662	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	56303534	VANO 3x50/8 Al/Ac. P. LP	56303534	LAMT	1089	LAMT 13,2 kV	11
26663	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	AB880-003	PIQUETE AB880	56303533	PIQUETE_MT	408	Poste de Madera de M.T.	12
26664	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	56303535	VANO 3x50/8 Al/Ac. P. LP	56303535	LAMT	1089	LAMT 13,2 kV	13
26665	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	56303539	VANO 3x50/8 Al/Ac. P. LP	56303539	LAMT	1089	LAMT 13,2 kV	14
26666	18552866	15326A	MM59335671	DEPENDIENTE	MEL-40511-9|K04-759OL|	46	AB876-003	PIQUETE AB876	56303522	PIQUETE_MT	408	Poste de Madera de M.T.	16
26667	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187987	VANO 3x50 Al. T	94187987	LAMT	1089	LAMT 13,2 kV	1
26668	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG281-004	PIQUETE AG281	94187985	PIQUETE_MT	408	Poste de Madera de M.T.	2
26669	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187986	VANO 3x50 Al. T	94187986	LAMT	1089	LAMT 13,2 kV	3
26670	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG280-003	PIQUETE AG280	94187983	PIQUETE_MT	408	Poste de Madera de M.T.	4
26671	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187984	VANO 3x50 Al. T	94187984	LAMT	1089	LAMT 13,2 kV	5
26672	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG279-004	PIQUETE AG279	94187981	PIQUETE_MT	408	Poste de Madera de M.T.	6
26673	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187982	VANO 3x50 Al. T	94187982	LAMT	1089	LAMT 13,2 kV	7
26674	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG278-004	PIQUETE AG278	94187979	PIQUETE_MT	408	Poste de Madera de M.T.	8
26675	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187980	VANO 3x50 Al. T	94187980	LAMT	1089	LAMT 13,2 kV	9
26676	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG277-004	PIQUETE AG277	94187978	PIQUETE_MT	408	Poste de Madera de M.T.	10
26677	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187989	VANO 3x50 Al. T	94187989	LAMT	1089	LAMT 13,2 kV	11
26678	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG273-003	PIQUETE AG273	94187977	PIQUETE_MT	408	Poste de Madera de M.T.	12
26679	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187988	VANO 3x50 Al. T	94187988	LAMT	1089	LAMT 13,2 kV	13
26680	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG276-003	PIQUETE AG276	94187975	PIQUETE_MT	408	Poste de Madera de M.T.	14
26681	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187976	VANO 3x50 Al. T	94187976	LAMT	1089	LAMT 13,2 kV	15
26682	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AA043-003	PIQUETE AA043	19245320	PIQUETE_MT	408	Poste de Madera de M.T.	16
26683	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	19245321	VANO 3x50 Al. T	19245321	LAMT	1089	LAMT 13,2 kV	17
26684	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	34069570	VANO 3x50/8 Al/Ac. H	34069570	LAMT	1089	LAMT 13,2 kV	18
26685	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AA041-003	PIQUETE AA041	19245379	PIQUETE_MT	441	Pos. con Rndas para cruce Inv.	19
26686	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG261-004	PIQUETE AG261	94187942	PIQUETE_MT	408	Poste de Madera de M.T.	20
26687	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	6332559	VANO 3x25 Al. H	6332559	LAMT	1089	LAMT 13,2 kV	21
26688	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192322	VANO 3x50 Al. T	94192322	LAMT	1089	LAMT 13,2 kV	22
26689	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	19245381	VANO 3x50/8 Al/Ac. H	19245381	LAMT	1089	LAMT 13,2 kV	23
26690	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AA042-003	PIQUETE AA042	19245380	PIQUETE_MT	441	Pos. con Rndas para cruce Inv.	24
26691	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG552-004	PIQUETE AG552	94192321	PIQUETE_MT	408	Poste de Madera de M.T.	25
26692	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192324	VANO 3x50 Al. T	94192324	LAMT	1089	LAMT 13,2 kV	27
26693	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG553-004	PIQUETE AG553	94192323	PIQUETE_MT	408	Poste de Madera de M.T.	28
26694	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192326	VANO 3x50 Al. T	94192326	LAMT	1089	LAMT 13,2 kV	29
26695	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG554-004	PIQUETE AG554	94192325	PIQUETE_MT	408	Poste de Madera de M.T.	30
26696	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192337	VANO 3x50 Al. T	94192337	LAMT	1089	LAMT 13,2 kV	31
26697	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG555-003	PIQUETE AG555	94192327	PIQUETE_MT	408	Poste de Madera de M.T.	32
26698	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192338	VANO 3x50 Al. T	94192338	LAMT	1089	LAMT 13,2 kV	33
26699	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG556-003	PIQUETE AG556	94192328	PIQUETE_MT	408	Poste de Madera de M.T.	34
26700	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192331	VANO 3x50 Al. T	94192331	LAMT	1089	LAMT 13,2 kV	35
26701	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG557-004	PIQUETE AG557	94192330	PIQUETE_MT	408	Poste de Madera de M.T.	36
26702	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192333	VANO 3x50 Al. T	94192333	LAMT	1089	LAMT 13,2 kV	37
26703	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG334-003	PIQUETE AG334	94192332	PIQUETE_MT	408	Poste de Madera de M.T.	38
26704	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192335	VANO 3x50 Al. T	94192335	LAMT	1089	LAMT 13,2 kV	39
26705	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG558-004	PIQUETE AG558	94192334	PIQUETE_MT	408	Poste de Madera de M.T.	40
26706	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94192336	VANO 3x50 Al. T	94192336	LAMT	1089	LAMT 13,2 kV	41
26707	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	AG259-004	PIQUETE AG259	94187936	PIQUETE_MT	408	Poste de Madera de M.T.	42
26708	18552866	15326A	MM78876853	TRONCAL	MEL-4654-9|S04-1038|S659OL|	47	94187938	VANO 3x50 Al. T	94187938	LAMT	1089	LAMT 13,2 kV	43
26709	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187940	VANO 3x50 Al. T	94187940	LAMT	1089	LAMT 13,2 kV	1
26710	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG260-004	PIQUETE AG260	94187939	PIQUETE_MT	408	Poste de Madera de M.T.	2
26711	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187941	VANO 3x50 Al. T	94187941	LAMT	1089	LAMT 13,2 kV	3
26712	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG258-004	PIQUETE AG258	94187934	PIQUETE_MT	408	Poste de Madera de M.T.	4
26713	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187935	VANO 3x50 Al. T	94187935	LAMT	1089	LAMT 13,2 kV	5
26714	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG257-004	PIQUETE AG257	94187932	PIQUETE_MT	408	Poste de Madera de M.T.	6
26715	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187933	VANO 3x50 Al. T	94187933	LAMT	1089	LAMT 13,2 kV	7
26716	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG256-004	PIQUETE AG256	94187930	PIQUETE_MT	408	Poste de Madera de M.T.	8
26717	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187931	VANO 3x50 Al. T	94187931	LAMT	1089	LAMT 13,2 kV	9
26718	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG255-004	PIQUETE AG255	94187928	PIQUETE_MT	408	Poste de Madera de M.T.	10
26719	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187929	VANO 3x50 Al. T	94187929	LAMT	1089	LAMT 13,2 kV	11
26720	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	OC144	PIQUETE OC144	6331625	PIQUETE_MT	408	Poste de Madera de M.T.	12
26721	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187921	VANO 3x50 Al. T	94187921	LAMT	1089	LAMT 13,2 kV	13
26722	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG254-004	PIQUETE AG254	94187920	PIQUETE_MT	408	Poste de Madera de M.T.	14
26723	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187922	VANO 3x50 Al. T	94187922	LAMT	1089	LAMT 13,2 kV	15
26724	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG253-004	PIQUETE AG253	94187918	PIQUETE_MT	408	Poste de Madera de M.T.	16
26725	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187919	VANO 3x50 Al. T	94187919	LAMT	1089	LAMT 13,2 kV	17
26726	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG252-004	PIQUETE AG252	94187916	PIQUETE_MT	408	Poste de Madera de M.T.	18
26727	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187917	VANO 3x50 Al. T	94187917	LAMT	1089	LAMT 13,2 kV	19
26728	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG251-004	PIQUETE AG251	94187914	PIQUETE_MT	408	Poste de Madera de M.T.	20
26729	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187915	VANO 3x50 Al. T	94187915	LAMT	1089	LAMT 13,2 kV	21
26730	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG250-004	PIQUETE AG250	94187912	PIQUETE_MT	408	Poste de Madera de M.T.	22
26731	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187913	VANO 3x50 Al. T	94187913	LAMT	1089	LAMT 13,2 kV	23
26732	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG249-004	PIQUETE AG249	94187910	PIQUETE_MT	408	Poste de Madera de M.T.	24
26733	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187911	VANO 3x50 Al. T	94187911	LAMT	1089	LAMT 13,2 kV	25
26734	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG245-004	PIQUETE AG245	94187908	PIQUETE_MT	408	Poste de Madera de M.T.	26
26735	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187909	VANO 3x50 Al. T	94187909	LAMT	1089	LAMT 13,2 kV	27
26736	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG248-004	PIQUETE AG248	94187906	PIQUETE_MT	408	Poste de Madera de M.T.	28
26737	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187907	VANO 3x50 Al. T	94187907	LAMT	1089	LAMT 13,2 kV	29
26738	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG247-003	PIQUETE AG247	94187904	PIQUETE_MT	408	Poste de Madera de M.T.	30
26739	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187905	VANO 3x50 Al. T	94187905	LAMT	1089	LAMT 13,2 kV	31
26740	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG246-004	PIQUETE AG246	94187902	PIQUETE_MT	408	Poste de Madera de M.T.	32
26741	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187903	VANO 3x50 Al. T	94187903	LAMT	1089	LAMT 13,2 kV	33
26742	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG244-004	PIQUETE AG244	94187900	PIQUETE_MT	408	Poste de Madera de M.T.	34
26743	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187901	VANO 3x50 Al. T	94187901	LAMT	1089	LAMT 13,2 kV	35
26744	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG243-004	PIQUETE AG243	94187898	PIQUETE_MT	408	Poste de Madera de M.T.	36
26745	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187899	VANO 3x50 Al. T	94187899	LAMT	1089	LAMT 13,2 kV	37
26746	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG242-004	PIQUETE AG242	94187896	PIQUETE_MT	408	Poste de Madera de M.T.	38
26747	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187897	VANO 3x50 Al. T	94187897	LAMT	1089	LAMT 13,2 kV	39
26748	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG241-004	PIQUETE AG241	94187894	PIQUETE_MT	408	Poste de Madera de M.T.	40
26749	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187895	VANO 3x50 Al. T	94187895	LAMT	1089	LAMT 13,2 kV	41
26750	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG240-004	PIQUETE AG240	94187892	PIQUETE_MT	408	Poste de Madera de M.T.	42
26751	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187893	VANO 3x50 Al. T	94187893	LAMT	1089	LAMT 13,2 kV	43
26752	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG239-003	PIQUETE AG239	94187890	PIQUETE_MT	408	Poste de Madera de M.T.	44
26753	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187891	VANO 3x50 Al. T	94187891	LAMT	1089	LAMT 13,2 kV	45
26754	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG238-004	PIQUETE AG238	94187888	PIQUETE_MT	408	Poste de Madera de M.T.	46
26755	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187889	VANO 3x50 Al. T	94187889	LAMT	1089	LAMT 13,2 kV	47
26756	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG237-004	PIQUETE AG237	94187886	PIQUETE_MT	408	Poste de Madera de M.T.	48
26757	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187887	VANO 3x50 Al. T	94187887	LAMT	1089	LAMT 13,2 kV	49
26758	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG236-004	PIQUETE AG236	94187884	PIQUETE_MT	408	Poste de Madera de M.T.	50
26759	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187885	VANO 3x50 Al. T	94187885	LAMT	1089	LAMT 13,2 kV	51
26760	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG235-003	PIQUETE AG235	94187882	PIQUETE_MT	408	Poste de Madera de M.T.	52
26761	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187883	VANO 3x50 Al. T	94187883	LAMT	1089	LAMT 13,2 kV	53
26762	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG234-004	PIQUETE AG234	94187880	PIQUETE_MT	408	Poste de Madera de M.T.	54
26763	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187881	VANO 3x50 Al. T	94187881	LAMT	1089	LAMT 13,2 kV	55
26764	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG233-004	PIQUETE AG233	94187878	PIQUETE_MT	408	Poste de Madera de M.T.	56
26765	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187879	VANO 3x50 Al. T	94187879	LAMT	1089	LAMT 13,2 kV	57
26766	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG232-004	PIQUETE AG232	94187876	PIQUETE_MT	408	Poste de Madera de M.T.	58
26767	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187877	VANO 3x50 Al. T	94187877	LAMT	1089	LAMT 13,2 kV	59
26768	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG231-004	PIQUETE AG231	94187874	PIQUETE_MT	408	Poste de Madera de M.T.	60
26769	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187875	VANO 3x50 Al. T	94187875	LAMT	1089	LAMT 13,2 kV	61
26770	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG230-004	PIQUETE AG230	94187859	PIQUETE_MT	408	Poste de Madera de M.T.	62
26771	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187861	VANO 3x50 Al. T	94187861	LAMT	1089	LAMT 13,2 kV	63
26772	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG229-004	PIQUETE AG229	94187857	PIQUETE_MT	408	Poste de Madera de M.T.	64
26773	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187858	VANO 3x50 Al. T	94187858	LAMT	1089	LAMT 13,2 kV	65
26774	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG228-003	PIQUETE AG228	94187855	PIQUETE_MT	408	Poste de Madera de M.T.	66
26775	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187856	VANO 3x50 Al. T	94187856	LAMT	1089	LAMT 13,2 kV	67
26776	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG227-004	PIQUETE AG227	94187853	PIQUETE_MT	408	Poste de Madera de M.T.	68
26777	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187854	VANO 3x50 Al. T	94187854	LAMT	1089	LAMT 13,2 kV	69
26778	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG226-003	PIQUETE AG226	94187851	PIQUETE_MT	408	Poste de Madera de M.T.	70
26779	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187852	VANO 3x50 Al. T	94187852	LAMT	1089	LAMT 13,2 kV	71
26780	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG225-004	PIQUETE AG225	94187849	PIQUETE_MT	408	Poste de Madera de M.T.	72
26781	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187850	VANO 3x50 Al. T	94187850	LAMT	1089	LAMT 13,2 kV	73
26782	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG220-004	PIQUETE AG220	94187847	PIQUETE_MT	408	Poste de Madera de M.T.	74
26783	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187848	VANO 3x50 Al. T	94187848	LAMT	1089	LAMT 13,2 kV	75
26784	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG224-004	PIQUETE AG224	94187845	PIQUETE_MT	408	Poste de Madera de M.T.	76
26785	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187846	VANO 3x50 Al. T	94187846	LAMT	1089	LAMT 13,2 kV	77
26786	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG223-004	PIQUETE AG223	94187843	PIQUETE_MT	408	Poste de Madera de M.T.	78
26787	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187844	VANO 3x50 Al. T	94187844	LAMT	1089	LAMT 13,2 kV	79
26788	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG222-004	PIQUETE AG222	94187841	PIQUETE_MT	408	Poste de Madera de M.T.	80
26789	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187842	VANO 3x50 Al. T	94187842	LAMT	1089	LAMT 13,2 kV	81
26790	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG221-004	PIQUETE AG221	94187839	PIQUETE_MT	408	Poste de Madera de M.T.	82
26791	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187840	VANO 3x50 Al. T	94187840	LAMT	1089	LAMT 13,2 kV	83
26792	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG085-003	PIQUETE AG085	94187837	PIQUETE_MT	408	Poste de Madera de M.T.	84
26793	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	94187838	VANO 3x50 Al. T	94187838	LAMT	1089	LAMT 13,2 kV	85
26794	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	AG087-003	PIQUETE AG087	94187593	PIQUETE_MT	408	Poste de Madera de M.T.	86
26795	18552866	15326A	MM6331628	TRONCAL	MEL-40101-9|4655-9|S04-19|S659OL|S687OL|	48	6331618	VANO 3x50 Al. T	6331618	LAMT	1089	LAMT 13,2 kV	87
