#TPLNR	DESCRIPT	TIPO_OBJ_TEC	INVNR	BEGRU	F_ALTA_SAP	F_BAJA_SAP	PTA_SERVICIO	TPLMA	EMPLAZAMIENTO	DIVISION	AREA	OBJECTID	OBJECTNAMEID	TIPO	PARTIDO_GEO	LOCALIDAD_GEO	PARTIDO	LOCALIDAD	SPRID	ALIAS	SECCION	PERFIL	PARTE_OBJETO	OBJETO	LONGITUD	CUADRICULAID	CUADRICULA	FLTYP	COOR_X	COOR_Y	CTRO_COSTO	CALLE	ALTURA_DESDE	ALTURA_HASTA	ENTRE_CALLE_1	ENTRE_CALLE_2	GPS	IDENTIFICADOR
80410064	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	80410064	MT	08/12/2020		15/03/2021	MM79967754	13212A	1.0	2ME	83528716.0	80410064.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	3.47	57491253.0	458N	L	5598149.701	6146511.325	4424.0	RUTA NRO 6		(+/-10)			-34.8228 , -58.9272	
AL003	PIQUETE AL003	PIQUETE_MT	5579404	MT	22/03/2016		04/11/2022	MM36171833	13212A	1.0	2ME	5579404.0	5579404.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491250.0	458K	Q	5595414.819	6146121.198	4424.0	SAN  CIPRIANO	10	10			-34.8265 , -58.957	AL003
OL181	PIQUETE OL181	PIQUETE_MT	6332801	MT	22/03/2016		27/09/2024	MM6332760	15326A	6.0	3TI	6332801.0	6332801.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629399.219	6196972.461	4439.0	ARROYO GELVEZ					-34.3645 , -58.5934	OL181
AL254	PIQUETE AL254	PIQUETE_MT	5581082	MT	22/03/2016		19/01/2024	MM90864068	13212A	1.0	2ME	5581082.0	5581082.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491244.0	458E	Q	5598361.033	6147576.601	4424.0	LAS BEGONIAS*	10	10			-34.8131 , -58.925	AL254
6326262	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6326262	MT	22/03/2016		01/01/2000	MM6326185	15326A	6.0	3TI	6326262.0	6326262.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	45.03	57493284.0	181E	L	5630069.688	6195154.517	4439.0	ARROYO REYES	0       				-34.3808 , -58.5858	
5579508	VANO 3x25 Al. H	LINEA_MT	5579508	MT	22/03/2016		01/01/1998	MM36171833	13212A	1.0	2ME	5579508.0	5579508.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	0.81	57489616.0	457	L	5593898.232	6147641.624	4424.0	SAN  CIPRIANO	10	10			-34.813 , -58.9738	
OT010	PIQUETE OT010	PIQUETE_MT	6326128	MT	22/03/2016		13/10/2006	MM6326137	15326A	6.0	3TI	6326128.0	6326128.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493301.0	198B	Q	5631181.688	6192409.141	4439.0	RIO SARMIENTO	0       		ARROYO GAMBADO	ARROYO GAMBADO	-34.4054 , -58.5733	OT010
AL476	PIQUETE AL476	PIQUETE_MT	80004532	MT	22/03/2016		24/09/2020	MM79967754	13212A	1.0	2ME	80004532.0	80004532.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491259.0	458T	Q	5598333.043	6145875.528	4424.0	RUTA NRO 6			RUTA NRO 6		-34.8285 , -58.9251	AL476
97204732	VANO 3x50/8 Al/Ac. LP	LINEA_MT	97204732	MT	22/12/2024		19/12/2024	MM97171947	13212A	1.0	2ME	97204732.0	97204732.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	65.0	57491260.0	440A	L	5592333.632	6150557.947	4424.0	CTRY LAS HOJAS					-34.7868 , -58.9912	
6330162	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6330162	MT	22/03/2016		13/08/2024	MM6330285	15326A	6.0	3TI	6330162.0	6330162.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	39.55	57493286.0	181G	L	5627908.004	6194730.735	4439.0	RIO CARAPACHAY	0       				-34.3849 , -58.6092	
OS231	PIQUETE OS231	PIQUETE_MT	6329969	MT	22/03/2016		16/11/2005	MM6330019	15326A	6.0	3TI	6329969.0	6329969.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493293.0	181N	Q	5629225.105	6193994.041	4439.0	RIO CARAPACHAY	0       				-34.3914 , -58.5948	OS231
AO531-002	PIQUETE AO531	PIQUETE_MT	97204707	MT	22/12/2024		19/12/2024	MM97171947	13212A	1.0	2ME	97204707.0	97204707.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57491260.0	440A	Q	5592270.236	6150543.598	4424.0	INES*	0	0	CTRY LAS HOJAS		-34.787 , -58.9919	AO531
13251C	13251-FEMUR (4) CTAMH FEMUR (4)	CENTRO	6643154	MT	21/03/2016		10/07/2003	13212A	13212A	1.0	2ME	6643154.0	6643154.0	CENTRO	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1461.0	CTAMH		CEPLATHM	CECTAMHO	HPAT		57491247.0	458H	P	5597229.374	6146911.705	4424.0	RUTA PROV NRO 41	502	600	EL PUENTE	CENTENARIO	-34.8192 , -58.9373	13251-FEMUR (4)
AL281	PIQUETE AL281	PIQUETE_MT	5582639	MT	22/03/2016		14/11/2023	MM80276544	13212A	1.0	2ME	5582639.0	5582639.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489619.0	441	Q	5597832.243	6148311.525	4424.0	LOS OMBUES*	10	10			-34.8066 , -58.9308	AL281
AA372-002	PIQUETE AA372	PIQUETE_MT	23639152	MT	22/03/2016		30/04/2008	MM6328469	15326A	6.0	3TI	23639152.0	23639152.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489432.0	126	Q	5628121.761	6206192.596	4439.0	ARROYO LA HORCA			ARROYO LA HORCA		-34.2816 , -58.6086	AA372
AF285-003	PIQUETE AF285	PIQUETE_MT	94096559	MT	24/12/2017		01/01/1997	MM6327018	15326A	6.0	3TI	94096559.0	94096559.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5631220.355	6201141.03	4439.0	ARROYO PRIMERA HERMANA			RIO CAPITAN		-34.3267 , -58.5742	AF285
CP69181244	SECA LADO 40555-TR1 CT 40555C	CELDA_MT	CP69181244	MT	10/06/2018			40555C	15326A	6.0	3TI	23137524.0	23137524.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57490103.0	197D	P	5629599.829	6192350.947	4439.0	RIO LUJAN			RIO CARAPACHAY		-34.4062 , -58.5905	69181244-FAEK-40555_TR1-TMMB
6330863	VANO 3x50 Al. V	LINEA_MT	6330863	MT	22/03/2016		01/01/2000	MM6330980	15326A	6.0	3TI	6330863.0	6330863.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	37.93	57489457.0	150	L	5625333.85	6198837.457	4439.0						-34.3482 , -58.6378	
S263OL	SECCIONADOR S263OL	SECCIONADR	6326281	MT	21/03/2016			15326A	15326A	6.0	3TI	6326281.0	6326281.0	SECC_AEREO_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	395.0	SECU		SEMTMANS	SECUCHIL	SECU		57489463.0	182	P	5630901.476	6195156.333	4439.0	RIO SARMIENTO			ARROYO ESPERA	ARROYO REYES	-34.3807 , -58.5768	S263OL
13249C	13249-NEGRETE (P) CTAMH NEGRETE (P)	CENTRO	6643116	MT	21/03/2016		29/01/2003	13212A	13212A	1.0	2ME	6643116.0	6643116.0	CENTRO	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1461.0	CTAMH		CEPLATHM	CECTAMHO	HPAT		57489616.0	457	P	5594697.417	6146202.079	4424.0	INDEPENDENCIA			EUROPA	RUTA PROV NRO 41	-34.8259 , -58.9649	13249-NEGRETE (P)
56411474	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	56411474	MT	22/03/2016		02/12/2015	MM97171910	13212A	1.0	2ME	91597711.0	56411474.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	4.48	57491312.0	422M	L	5593948.755	6151767.87	4424.0	RUTA NRO 6					-34.7758 , -58.9737	
51583693	VANO 3x50/8 Al/Ac. LP	LINEA_MT	51583693	MT	22/03/2016		28/10/2014	MM6326827	15326A	6.0	3TI	51583693.0	51583693.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	33.21	57489455.0	152	L	5632461.452	6199776.72	4439.0	RIO CAPITAN					-34.3389 , -58.5605	
6331840	VANO 3x50 Al. V	LINEA_MT	6331840	MT	22/03/2016		01/01/1995	MM6331791	15326A	6.0	3TI	6331840.0	6331840.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	38.75	57493297.0	181R	L	5628619.235	6193325.771	4439.0	ARROYO GALLO FIAMBRE	0       				-34.3975 , -58.6013	
73372184	EMPALME MT	EMPALME_MT	73372184	MT	03/03/2019		10/08/2018	MM18552866	15326A	6.0	3TI	73372184.0	73372184.0	EMPALME MT	334.0	437.0	TIGRE	CIUDAD DE TIGRE	418.0	MEM		EPUNI132	EPMTTE13	EGMT		57490114.0	197O	Q	5629988.98	6190865.565	4439.0	SAN MARTIN LIBERTADOR GRAL	300	498			-34.4195 , -58.586	
OT359	PIQUETE OT359	PIQUETE_MT	6331649	MT	22/03/2016		22/05/2007	MM6331628	15326A	6.0	3TI	6331649.0	6331649.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489420.0	111	Q	5626325.798	6207133.181	4439.0	ARROYO CRUZ COLORADA					-34.2733 , -58.6283	OT359
76052322	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	76052322	MT	02/10/2019		01/01/2019	MM87716688	15326A	6.0	3TI	76052322.0	76052322.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	47.86	57493311.0	198L	L	5631196.071	6191472.615	4439.0	RIO SARMIENTO	0       				-34.4139 , -58.573	
AF245-004	PIQUETE AF245	PIQUETE_MT	94087443	MT	14/04/2024		01/01/1955	MM6326166	15326A	6.0	3TI	94087443.0	94087443.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493289.0	181J	Q	5630300.404	6194444.866	4439.0	ARROYO CURUBICA			RIO SARMIENTO		-34.3872 , -58.5832	AF245
94103728	VANO 3x50 Al. T	LINEA_MT	94103728	MT	14/04/2024		01/01/1998	MM96025328	15326A	6.0	3TI	94103728.0	94103728.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	30.64	57489455.0	152	L	5630998.231	6199084.653	4439.0	ARROYO TORO					-34.3453 , -58.5763	
94107007	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	94107007	MT	14/04/2024		04/04/2025	MM6331996	15326A	6.0	3TI	94107007.0	94107007.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	40.35	57489472.0	165	L	5629265.712	6196266.721	4439.0	ARROYO ESPERA					-34.3709 , -58.5947	
AF289-004	PIQUETE AF289	PIQUETE_MT	94096235	MT	14/04/2024		01/01/1998	MM6326827	15326A	6.0	3TI	94096235.0	94096235.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5632506.552	6199962.272	4439.0	RIO CAPITAN			ARROYO DEL MEDIO		-34.3372 , -58.5601	AF289
94112004	VANO 3x50 Al. T	LINEA_MT	94112004	MT	14/04/2024		01/01/1997	MM96073088	15326A	6.0	3TI	94112004.0	94112004.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.11	57489455.0	152	L	5630549.133	6199763.505	4439.0	ARROYO TORO					-34.3392 , -58.5813	
AL193	PIQUETE AL193	PIQUETE_MT	5580149	MT	22/03/2016		01/01/1991	MM5580138	13212A	1.0	2ME	5580149.0	5580149.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489616.0	457	Q	5594065.193	6145384.249	4424.0	CNO AL PINO*	10	10			-34.8333 , -58.9717	AL193
5579541	VANO 3x25 Al. H	LINEA_MT	5579541	MT	22/03/2016		01/01/1998	MM5579521	13212A	1.0	2ME	5579541.0	5579541.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	63.33	57489616.0	457	L	5593505.781	6147991.755	4424.0	SAN  CIPRIANO	10	10			-34.8099 , -58.9781	
BE939	PIQUETE BE939	PIQUETE_MT	5581713	MT	22/03/2016		13/06/2006	MM5581603	13212A	1.0	2ME	5581713.0	5581713.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489607.0	421	Q	5591201.805	6152332.311	4424.0	RITACO*	0       				-34.7709 , -59.0037	BE939
AG123-002	PIQUETE AG123	PIQUETE_MT	94185933	MT	14/08/2016		01/01/1998	MM95885564	15326A	6.0	3TI	94185933.0	94185933.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489433.0	125	Q	5625300.275	6206487.72	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.2793 , -58.6393	AG123
58891584	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	58891584	MT	01/07/2016		09/05/2016	MM6331951	15326A	6.0	3TI	58891584.0	58891584.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	40.01	57493283.0	181D	L	5629072.05	6195497.473	4439.0	ARROYO ESPERITA					-34.3779 , -58.5967	
S04-784	SECCIONADOR S04-784	SECCIONADR	53040217	MT	22/03/2016			15326A	15326A	6.0	3TI	53040217.0	53040217.0	SECC_AEREO_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	395.0	SECU		SEMTMANS	SECUCHIL	SECU		57493306.0	198G	P	5631321.402	6191994.206	4439.0	ARROYO GAMBADO			RIO SARMIENTO		-34.4092 , -58.5717	S04-784
94096105	VANO 3x50 Al. T	LINEA_MT	94096105	MT	14/04/2024		01/01/1998	MM6326827	15326A	6.0	3TI	94096105.0	94096105.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	39.71	57489455.0	152	L	5632193.186	6199308.966	4439.0	RIO CAPITAN					-34.3431 , -58.5634	
94085654	VANO 3x50 Al. V	LINEA_MT	94085654	MT	14/04/2024		01/01/1995	MM6326122	15326A	6.0	3TI	94085654.0	94085654.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	27.55	57493306.0	198G	L	5631274.819	6192111.184	4439.0	RIO SARMIENTO					-34.4081 , -58.5722	
AF089-004	PIQUETE AF089	PIQUETE_MT	94064792	MT	14/04/2024		01/01/1995	MM6331996	15326A	6.0	3TI	94064792.0	94064792.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629728.439	6196040.106	4439.0	ARROYO ESPERA			ARROYO ESPERA		-34.3729 , -58.5896	AF089
94098596	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	94098596	MT	14/04/2024		01/07/2022	MM6326301	15326A	6.0	3TI	94098596.0	94098596.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	3.15	57489472.0	165	L	5630254.385	6196078.049	4439.0	ARROYO ESPERA					-34.3725 , -58.5839	
AK910	PIQUETE AK910	PIQUETE_MT	5581703	MT	22/03/2016		01/01/2001	MM5581603	13212A	1.0	2ME	5581703.0	5581703.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489607.0	421	Q	5591330.492	6152452.376	4424.0	RITACO*					-34.7699 , -59.0023	AK910
47678704	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	47678704	MT	22/03/2016		28/10/2013	MM6326137	15326A	6.0	3TI	47678704.0	47678704.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	3.51	57493301.0	198B	L	5631188.063	6192287.858	4439.0	RIO SARMIENTO					-34.4065 , -58.5732	
5581510	VANO 3x50 Al. H	LINEA_MT	5581510	MT	22/03/2016		01/01/2000	MM77660722	13212A	1.0	2ME	5581510.0	5581510.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	59.0	57491312.0	422M	L	5593769.055	6152204.735	4424.0	RUTA NRO 6					-34.7719 , -58.9757	
6331549	VANO 3x50 Al. V	LINEA_MT	6331549	MT	22/03/2016		01/01/1998	MM6331609	15326A	6.0	3TI	6331549.0	6331549.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	39.99	57489420.0	111	L	5625897.456	6207331.191	4439.0	ARROYO CRUZ COLORADA					-34.2716 , -58.6329	
6326787	VANO 3x50 Al. V	LINEA_MT	6326787	MT	22/03/2016		01/01/1998	MM96025328	15326A	6.0	3TI	6326787.0	6326787.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	42.61	57489471.0	166	L	5631712.981	6198286.483	4439.0	ARROYO TORO					-34.3524 , -58.5684	
94217222	VANO 3x50 Al. V	LINEA_MT	94217222	MT	28/04/2024		01/01/1995	MM6331936	15326A	6.0	3TI	94217222.0	94217222.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	33.06	57493283.0	181D	L	5629616.827	6195545.81	4439.0	ARROYO ANGOSTURA					-34.3774 , -58.5908	
96258957	EMPALME MT	EMPALME_MT	96258957	MT	13/10/2024		29/09/2024	MM18552866	15326A	6.0	3TI	96258957.0	96258957.0	EMPALME MT	334.0	437.0	TIGRE	CIUDAD DE TIGRE	418.0	MEM		EPUNI132	EPMTTE13	EGMT		57490114.0	197O	Q	5629814.128	6191400.805	4439.0	CASARETO DR	0	800			-34.4147 , -58.588	
S04-869	SECCIONADOR S04-869	SECCIONADR	63323451	MT	02/04/2017			15326A	15326A	6.0	3TI	63323451.0	63323451.0	SECC_AEREO_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	395.0	SECU		SEMTMANS	SECUCHIL	SECU		57489473.0	164	P	5625820.775	6197883.172	4439.0	CANAL ORTIZ			RIO CARAPACHAY	ARROYO CARAGUATA	-34.3568 , -58.6324	S04-869
OL317	PIQUETE OL317	PIQUETE_MT	6332749	MT	22/03/2016		01/01/2000	MM102760416	15326A	6.0	3TI	6332749.0	6332749.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5628438.119	6199153.829	4439.0	ARROYO ESPERA					-34.345 , -58.6041	OL317
AL029	PIQUETE AL029	PIQUETE_MT	5579485	MT	22/03/2016		01/01/1998	MM36171833	13212A	1.0	2ME	5579485.0	5579485.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489616.0	457	Q	5594206.879	6147330.284	4424.0	SAN  CIPRIANO	10	10			-34.8158 , -58.9703	AL029
OL286	PIQUETE OL286	PIQUETE_MT	6332208	MT	22/03/2016		27/01/2025	MM6332094	15326A	6.0	3TI	6332208.0	6332208.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5626827.357	6198153.115	4439.0	ARROYO ESPERA					-34.3542 , -58.6215	OL286
17633913	CT 4570-TR1	TRAFO_LOG	17633913	MT	22/03/2016			4570C	15326A	6.0	3TI	17633913.0	17633913.0	TRAFO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1170.0	TMB		CETRANSF				57489457.0	150	P	5625179.561	6199754.291	4439.0	RIO CARAPACHAY			CANAL ORTIZ	LAGUNA IDA HOME	-34.34 , -58.6396	4570-TR1
4847-9	SECCIONADOR 	CELDA_MT	17639931	MT	22/03/2016			CP17639931	15326A	6.0	3TI	17639931.0	17639931.0	SECC_MTCT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1159.0	FAEK	CTAMM	CEPLATMM				57489456.0	151	P	5628374.144	6200088.56	4439.0	ARROYO TORITO			ARROYO TORO	ARROYO ESPERA	-34.3366 , -58.605	4847-9
OS387	PIQUETE OS387	PIQUETE_MT	6331165	MT	22/03/2016		04/01/2006	MM96295187	15326A	6.0	3TI	6331165.0	6331165.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489457.0	150	Q	5624579.878	6201060.475	4439.0	RIO CARAPACHAY	0       				-34.3283 , -58.6463	OS387
94233153	VANO 3x50/8 Al/Ac. LP	LINEA_MT	94233153	MT	28/04/2024		01/01/2001	MM6331396	15326A	6.0	3TI	94233153.0	94233153.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	56.54	57489433.0	125	L	5625744.073	6206209.168	4439.0	RIO CARAPACHAY					-34.2817 , -58.6344	
AG930-004	PIQUETE AG930	PIQUETE_MT	94226719	MT	28/04/2024		01/01/1998	MM6331352	15326A	6.0	3TI	94226719.0	94226719.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5624903.962	6202175.544	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.3182 , -58.643	AG930
AH088-004	PIQUETE AH088	PIQUETE_MT	94221299	MT	28/04/2024		01/01/2001	MM6331326	15326A	6.0	3TI	94221299.0	94221299.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	441.0	MPCR2		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5625405.64	6203295.339	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.308 , -58.6377	AH088
96858526	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	96858526	MT	28/11/2024		15/11/2024	MM6332094	15326A	6.0	3TI	96858526.0	96858526.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	5.2	57489473.0	164	L	5626524.49	6198452.525	4439.0	ARROYO ESPERA					-34.3515 , -58.6248	
AG279-004	PIQUETE AG279	PIQUETE_MT	94187981	MT	22/03/2016		01/10/1999	MM78876853	15326A	6.0	3TI	94187981.0	94187981.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489433.0	125	Q	5626790.12	6204624.471	4439.0	ARROYO CRUZ COLORADA			ARROYO CRUZ COLORADA		-34.2959 , -58.6228	AG279
OQ768	PIQUETE OQ768	PIQUETE_MT	6331912	MT	22/03/2016		29/07/2004	MM6331901	15326A	6.0	3TI	6331912.0	6331912.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493294.0	181O	Q	5629735.744	6193990.866	4439.0	RIO CARAPACHAY	0       				-34.3914 , -58.5893	OQ768
6330582	VANO 3x50 Al. V	LINEA_MT	6330582	MT	22/03/2016		01/01/2000	MM6330636	15326A	6.0	3TI	6330582.0	6330582.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	30.06	57489473.0	164	L	5626067.303	6196834.276	4439.0	RIO CARAPACHAY	0       				-34.3662 , -58.6295	
AE195-002	PIQUETE AE195	PIQUETE_MT	84611102	MT	08/04/2016		14/09/2021	MM58077625	15326A	6.0	3TI	84611102.0	84611102.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57490103.0	197D	Q	5629458.67	6192618.222	4439.0	RIO CARAPACHAY			RIO CARAPACHAY	RIO CARAPACHAY	-34.4038 , -58.5921	AE195
AG812-004	PIQUETE AG812	PIQUETE_MT	94217209	MT	28/04/2024		01/01/1995	MM6331936	15326A	6.0	3TI	94217209.0	94217209.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493283.0	181D	Q	5629590.231	6195300.733	4439.0	ARROYO ANGOSTURA			ARROYO ESPERITA		-34.3796 , -58.591	AG812
94214343	VANO 3x50 Al. V	LINEA_MT	94214343	MT	28/04/2024		01/01/1995	MM6331891	15326A	6.0	3TI	94214343.0	94214343.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	40.21	57493294.0	181O	L	5629696.346	6193834.305	4439.0	RIO CARAPACHAY					-34.3928 , -58.5897	
